hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,total_study_hours_proxy,g_avg
7,97,1,7,9,91.0,13.299999999999999,97
1,97,1,4,5,73.0,1.5,97
3,54,0,4,6,34.0,4.800000000000001,54
2,94,0,8,0,70.0,2.0,94
5,56,0,9,5,42.0,7.5,56
5,65,1,9,9,55.0,9.5,65
5,59,1,9,0,45.0,5.0,59
4,64,0,9,6,49.0,6.4,64
5,52,0,7,9,37.0,9.5,52
3,72,1,9,4,55.0,4.199999999999999,72
1,64,0,5,9,38.0,1.9,64
5,47,1,8,3,35.0,6.5,47
9,44,1,4,0,41.0,9.0,44
9,45,0,5,8,43.0,16.2,45
4,62,0,9,6,46.0,6.4,62
3,91,0,5,1,69.0,3.3000000000000003,91
1,69,0,4,3,37.0,1.3,69
2,53,0,9,3,31.0,2.6,53
8,93,1,5,7,90.0,13.6,93
1,62,0,7,1,33.0,1.1,62
8,50,1,7,4,44.0,11.2,50
7,70,0,8,9,62.0,13.299999999999999,70
8,45,0,8,7,41.0,13.6,45
6,50,0,5,5,38.0,9.0,50
9,52,0,4,3,45.0,11.700000000000001,52
3,51,0,7,4,34.0,4.199999999999999,51
4,93,0,6,1,72.0,4.4,93
6,41,1,8,4,29.0,8.399999999999999,41
8,92,0,7,2,83.0,9.6,92
5,74,0,9,2,61.0,6.0,74
3,94,0,5,6,75.0,4.800000000000001,94
6,75,0,7,2,63.0,7.199999999999999,75
4,56,1,7,3,36.0,5.2,56
9,67,1,5,6,62.0,14.4,67
3,67,1,8,2,49.0,3.5999999999999996,67
4,61,1,8,9,46.0,7.6,61
7,77,1,6,9,69.0,13.299999999999999,77
7,46,1,6,1,35.0,7.700000000000001,46
4,54,0,8,9,38.0,7.6,54
6,71,0,8,6,62.0,9.600000000000001,71
3,50,1,8,4,30.0,4.199999999999999,50
6,63,0,8,0,52.0,6.0,63
2,42,0,7,9,16.0,3.8,42
8,69,0,6,7,66.0,13.6,69
2,45,0,5,2,20.0,2.4,45
7,97,0,4,6,86.0,11.200000000000001,97
9,41,1,5,5,38.0,13.5,41
1,53,1,9,9,30.0,1.9,53
8,80,1,4,5,71.0,12.0,80
7,57,1,7,7,49.0,11.9,57
6,90,1,9,3,79.0,7.800000000000001,90
6,83,1,6,3,69.0,7.800000000000001,83
6,70,0,4,2,56.0,7.199999999999999,70
9,52,1,8,0,47.0,9.0,52
2,65,0,9,9,41.0,3.8,65
1,83,0,7,2,58.0,1.2,83
6,51,1,4,0,38.0,6.0,51
8,57,1,8,5,52.0,12.0,57
3,48,1,9,7,25.0,5.1,48
1,88,0,7,2,62.0,1.2,88
9,60,1,9,3,60.0,11.700000000000001,60
1,87,1,4,4,63.0,1.4,87
3,88,1,8,6,72.0,4.800000000000001,88
8,92,0,6,5,84.0,12.0,92
3,95,1,7,1,74.0,3.3000000000000003,95
4,79,1,4,6,61.0,6.4,79
8,82,0,8,7,77.0,13.6,82
1,63,0,6,0,36.0,1.0,63
6,73,0,9,5,65.0,9.0,73
1,47,1,8,8,23.0,1.8,47
1,83,1,6,6,60.0,1.6,83
8,92,0,4,4,83.0,11.2,92
4,72,1,8,9,56.0,7.6,72
1,62,0,8,9,37.0,1.9,62
7,52,0,5,8,43.0,12.6,52
5,93,0,7,1,76.0,5.5,93
5,92,0,8,6,83.0,8.0,92
1,88,0,6,8,63.0,1.8,88
6,53,1,7,1,39.0,6.6000000000000005,53
9,53,1,4,9,48.0,17.099999999999998,53
9,55,1,7,5,53.0,13.5,55
8,88,1,5,8,84.0,14.4,88
5,77,0,4,2,63.0,6.0,77
1,97,1,8,7,73.0,1.7,97
9,99,0,9,4,99.0,12.6,99
1,78,0,4,6,52.0,1.6,78
8,65,1,4,2,58.0,9.6,65
5,65,1,5,7,50.0,8.5,65
3,40,0,6,1,18.0,3.3000000000000003,40
7,71,1,4,7,62.0,11.9,71
7,96,1,6,1,87.0,7.700000000000001,96
9,54,1,7,6,53.0,14.4,54
7,91,1,9,1,87.0,7.700000000000001,91
3,60,0,5,6,37.0,4.800000000000001,60
1,57,0,8,0,31.0,1.0,57
8,69,1,4,5,63.0,12.0,69
3,99,0,9,9,81.0,5.699999999999999,99
8,97,0,9,6,95.0,12.8,97
8,52,1,6,3,45.0,10.4,52
5,63,1,4,0,48.0,5.0,63
1,69,0,9,5,47.0,1.5,69
7,41,0,5,3,31.0,9.1,41
5,58,0,8,2,43.0,6.0,58
8,86,1,7,3,82.0,10.4,86
9,83,0,7,5,80.0,13.5,83
7,86,0,6,4,76.0,9.799999999999999,86
7,64,1,9,1,57.0,7.700000000000001,64
1,89,0,7,1,64.0,1.1,89
4,53,1,6,2,35.0,4.8,53
2,45,1,8,5,24.0,3.0,45
2,51,0,4,0,30.0,2.0,51
2,59,1,5,6,38.0,3.2,59
4,62,1,8,7,45.0,6.8,62
1,69,0,8,6,44.0,1.6,69
4,69,1,7,2,53.0,4.8,69
2,77,0,7,5,53.0,3.0,77
5,97,1,5,3,84.0,6.5,97
3,69,1,4,4,47.0,4.199999999999999,69
8,80,0,8,2,76.0,9.6,80
4,69,0,9,4,57.0,5.6,69
1,96,0,7,5,71.0,1.5,96
1,97,1,8,7,74.0,1.7,97
3,75,0,4,5,54.0,4.5,75
9,88,1,6,8,84.0,16.2,88
7,73,0,4,9,62.0,13.299999999999999,73
2,55,1,8,9,35.0,3.8,55
9,63,0,8,9,62.0,17.099999999999998,63
2,53,1,5,9,30.0,3.8,53
3,65,0,8,3,47.0,3.9000000000000004,65
2,47,1,7,1,25.0,2.2,47
3,53,1,9,8,40.0,5.4,53
6,70,1,5,2,56.0,7.199999999999999,70
9,41,1,8,6,38.0,14.4,41
9,87,0,4,3,86.0,11.700000000000001,87
7,43,1,8,0,38.0,7.0,43
3,40,0,4,7,17.0,5.1,40
4,94,1,4,3,75.0,5.2,94
6,59,0,8,5,48.0,9.0,59
5,98,1,4,6,87.0,8.0,98
2,53,1,9,7,32.0,3.4,53
6,79,0,6,9,68.0,11.399999999999999,79
3,64,0,5,1,42.0,3.3000000000000003,64
8,99,1,8,8,96.0,14.4,99
2,64,0,6,9,42.0,3.8,64
1,42,0,4,2,18.0,1.2,42
9,44,0,4,0,41.0,9.0,44
3,77,1,5,1,54.0,3.3000000000000003,77
1,93,0,6,7,67.0,1.7,93
7,65,1,6,9,57.0,13.299999999999999,65
5,79,0,8,5,65.0,7.5,79
5,77,0,4,0,62.0,5.0,77
1,77,1,7,8,56.0,1.8,77
9,43,0,8,6,39.0,14.4,43
7,46,0,8,9,38.0,13.299999999999999,46
8,69,0,8,2,65.0,9.6,69
9,69,0,5,6,68.0,14.4,69
6,95,0,5,5,82.0,9.0,95
5,58,0,8,2,44.0,6.0,58
6,78,0,9,7,67.0,10.2,78
2,74,1,7,0,53.0,2.0,74
4,79,1,6,4,61.0,5.6,79
3,72,1,6,7,53.0,5.1,72
7,72,1,4,2,61.0,8.4,72
9,53,1,6,9,49.0,17.099999999999998,53
5,77,0,6,5,61.0,7.5,77
6,49,1,7,9,38.0,11.399999999999999,49
2,96,1,6,1,76.0,2.2,96
3,67,0,7,8,47.0,5.4,67
3,53,1,5,1,32.0,3.3000000000000003,53
9,75,0,7,4,71.0,12.6,75
7,77,0,5,2,69.0,8.4,77
8,55,1,7,9,53.0,15.2,55
9,99,1,8,8,100.0,16.2,99
6,60,0,9,8,49.0,10.8,60
4,67,0,5,6,48.0,6.4,67
1,72,1,5,9,45.0,1.9,72
8,45,0,6,4,40.0,11.2,45
7,80,1,5,8,71.0,12.6,80
2,54,1,7,6,34.0,3.2,54
8,83,1,8,1,76.0,8.8,83
5,42,1,8,9,29.0,9.5,42
7,82,0,6,0,71.0,7.0,82
4,86,0,7,9,69.0,7.6,86
5,74,1,7,9,58.0,9.5,74
8,53,1,4,3,43.0,10.4,53
1,41,0,5,9,17.0,1.9,41
1,68,0,6,7,41.0,1.7,68
4,43,0,8,5,27.0,6.0,43
3,65,0,9,1,45.0,3.3000000000000003,65
2,90,0,4,4,65.0,2.8,90
3,51,1,7,8,31.0,5.4,51
1,41,1,5,5,14.0,1.5,41
1,56,1,8,5,33.0,1.5,56
6,74,1,4,6,60.0,9.600000000000001,74
5,49,0,7,4,34.0,7.0,49
8,87,0,8,2,82.0,9.6,87
2,61,1,8,2,40.0,2.4,61
4,80,1,7,4,66.0,5.6,80
8,82,0,7,3,76.0,10.4,82
6,60,1,6,4,46.0,8.399999999999999,60
1,54,1,8,8,31.0,1.8,54
4,74,0,7,4,57.0,5.6,74
1,87,0,9,3,65.0,1.3,87
2,60,0,9,3,38.0,2.6,60
5,60,1,4,0,46.0,5.0,60
8,60,0,5,9,53.0,15.2,60
8,99,0,9,3,97.0,10.4,99
3,83,1,6,3,63.0,3.9000000000000004,83
4,71,0,7,8,55.0,7.2,71
6,94,1,5,3,79.0,7.800000000000001,94
3,44,1,6,6,26.0,4.800000000000001,44
2,78,1,8,0,55.0,2.0,78
6,48,1,5,6,37.0,9.600000000000001,48
5,92,0,9,1,78.0,5.5,92
5,57,1,6,7,45.0,8.5,57
5,60,0,7,0,45.0,5.0,60
5,47,0,7,9,34.0,9.5,47
3,83,0,6,2,66.0,3.5999999999999996,83
7,91,0,8,7,79.0,11.9,91
6,73,0,9,9,63.0,11.399999999999999,73
4,49,1,6,7,32.0,6.8,49
2,90,0,4,4,64.0,2.8,90
9,80,1,6,4,78.0,12.6,80
1,96,1,6,7,69.0,1.7,96
4,63,1,9,9,46.0,7.6,63
1,79,0,7,4,54.0,1.4,79
6,63,0,8,8,51.0,10.8,63
4,95,0,6,0,78.0,4.0,95
5,71,0,5,4,54.0,7.0,71
5,95,1,7,2,80.0,6.0,95
9,72,0,7,2,67.0,10.799999999999999,72
1,77,0,6,1,48.0,1.1,77
2,83,1,9,2,61.0,2.4,83
6,96,1,5,6,83.0,9.600000000000001,96
5,95,1,6,7,82.0,8.5,95
7,90,1,5,7,78.0,11.9,90
3,98,1,7,7,78.0,5.1,98
3,88,1,5,0,70.0,3.0,88
2,73,1,6,6,48.0,3.2,73
3,50,0,4,1,26.0,3.3000000000000003,50
1,70,0,4,9,46.0,1.9,70
5,57,1,5,3,42.0,6.5,57
5,62,1,9,4,46.0,7.0,62
7,99,0,6,0,91.0,7.0,99
4,61,1,8,3,47.0,5.2,61
3,82,1,4,3,61.0,3.9000000000000004,82
1,57,1,7,8,31.0,1.8,57
8,79,1,6,8,71.0,14.4,79
3,86,1,6,9,66.0,5.699999999999999,86
2,80,0,4,0,52.0,2.0,80
4,86,1,8,7,71.0,6.8,86
3,78,1,7,3,60.0,3.9000000000000004,78
1,59,1,8,3,32.0,1.3,59
3,52,0,7,4,33.0,4.199999999999999,52
2,84,0,4,1,56.0,2.2,84
8,40,1,6,0,32.0,8.0,40
6,91,1,7,4,76.0,8.399999999999999,91
9,43,1,6,6,40.0,14.4,43
8,63,1,5,9,60.0,15.2,63
3,75,0,5,8,54.0,5.4,75
5,75,0,4,1,59.0,5.5,75
7,84,1,4,7,74.0,11.9,84
5,41,1,9,6,29.0,8.0,41
8,67,0,4,1,61.0,8.8,67
5,65,0,5,4,50.0,7.0,65
1,62,1,7,6,36.0,1.6,62
5,54,1,8,2,41.0,6.0,54
4,75,1,4,1,60.0,4.4,75
6,66,0,8,5,56.0,9.0,66
3,45,0,8,9,23.0,5.699999999999999,45
5,74,0,5,5,63.0,7.5,74
2,78,0,9,3,54.0,2.6,78
6,77,1,7,0,64.0,6.0,77
6,74,0,5,4,64.0,8.399999999999999,74
5,75,0,4,0,58.0,5.0,75
6,49,0,5,7,38.0,10.2,49
7,69,1,5,1,60.0,7.700000000000001,69
5,92,0,5,8,79.0,9.0,92
1,80,0,4,8,57.0,1.8,80
8,77,0,4,2,69.0,9.6,77
4,68,1,5,5,51.0,6.0,68
9,91,0,5,8,86.0,16.2,91
6,98,1,8,6,90.0,9.600000000000001,98
1,82,1,7,3,57.0,1.3,82
3,78,0,8,2,61.0,3.5999999999999996,78
3,89,1,9,1,71.0,3.3000000000000003,89
4,43,0,7,9,30.0,7.6,43
6,44,1,9,9,34.0,11.399999999999999,44
7,43,1,7,0,34.0,7.0,43
4,75,0,5,9,58.0,7.6,75
6,98,0,8,0,85.0,6.0,98
1,84,1,7,3,55.0,1.3,84
8,55,1,9,3,51.0,10.4,55
7,64,1,7,8,53.0,12.6,64
9,53,1,4,9,51.0,17.099999999999998,53
3,50,0,7,0,31.0,3.0,50
2,68,1,5,3,44.0,2.6,68
1,73,1,6,2,48.0,1.2,73
3,61,0,4,8,41.0,5.4,61
5,53,1,6,4,40.0,7.0,53
2,95,0,5,8,72.0,3.6,95
3,63,0,6,9,41.0,5.699999999999999,63
4,98,0,7,5,78.0,6.0,98
7,78,1,6,8,70.0,12.6,78
3,65,0,8,0,41.0,3.0,65
9,82,0,5,3,78.0,11.700000000000001,82
8,75,0,8,3,70.0,10.4,75
4,78,1,6,9,61.0,7.6,78
1,55,1,8,9,33.0,1.9,55
1,97,1,4,5,71.0,1.5,97
1,77,1,6,9,51.0,1.9,77
1,98,0,9,0,72.0,1.0,98
8,71,0,8,9,69.0,15.2,71
3,45,0,7,4,21.0,4.199999999999999,45
6,73,1,6,2,61.0,7.199999999999999,73
3,95,0,9,0,76.0,3.0,95
5,47,1,4,5,30.0,7.5,47
7,69,1,7,2,59.0,8.4,69
2,66,1,6,3,45.0,2.6,66
6,46,0,7,8,39.0,10.8,46
6,66,0,6,1,53.0,6.6000000000000005,66
3,64,1,6,0,43.0,3.0,64
6,95,0,5,9,85.0,11.399999999999999,95
5,85,1,8,5,70.0,7.5,85
2,80,0,6,0,56.0,2.0,80
9,54,1,4,0,52.0,9.0,54
8,64,1,9,6,65.0,12.8,64
3,61,1,8,1,39.0,3.3000000000000003,61
8,57,0,5,3,48.0,10.4,57
9,51,0,8,3,47.0,11.700000000000001,51
3,62,0,8,1,41.0,3.3000000000000003,62
3,90,0,6,5,72.0,4.5,90
2,84,0,4,9,61.0,3.8,84
8,78,1,6,1,74.0,8.8,78
1,64,0,4,7,38.0,1.7,64
8,49,1,4,3,42.0,10.4,49
7,69,0,7,0,60.0,7.0,69
7,49,0,6,6,35.0,11.200000000000001,49
3,73,0,5,5,52.0,4.5,73
1,85,1,9,5,61.0,1.5,85
4,52,0,8,2,32.0,4.8,52
9,93,1,7,9,95.0,17.099999999999998,93
5,68,0,5,6,53.0,8.0,68
1,77,1,9,5,54.0,1.5,77
5,80,1,9,9,70.0,9.5,80
8,84,1,6,9,78.0,15.2,84
8,48,1,4,8,42.0,14.4,48
5,52,0,6,2,33.0,6.0,52
9,76,0,9,2,75.0,10.799999999999999,76
1,53,1,6,3,26.0,1.3,53
4,76,0,7,2,58.0,4.8,76
3,48,1,5,3,29.0,3.9000000000000004,48
2,47,0,9,5,29.0,3.0,47
8,78,0,7,0,70.0,8.0,78
7,79,0,5,1,67.0,7.700000000000001,79
9,93,1,7,9,93.0,17.099999999999998,93
2,42,0,8,5,21.0,3.0,42
4,94,1,4,5,74.0,6.0,94
6,95,0,4,0,82.0,6.0,95
3,86,1,4,5,65.0,4.5,86
8,79,0,8,8,75.0,14.4,79
3,72,1,9,7,55.0,5.1,72
2,71,1,9,9,54.0,3.8,71
3,46,1,8,4,26.0,4.199999999999999,46
6,58,0,4,3,48.0,7.800000000000001,58
2,73,1,4,5,49.0,3.0,73
8,53,0,5,4,49.0,11.2,53
1,89,1,5,5,64.0,1.5,89
7,86,1,6,9,81.0,13.299999999999999,86
2,85,1,7,2,64.0,2.4,85
6,95,0,5,6,82.0,9.600000000000001,95
2,96,0,5,7,74.0,3.4,96
2,58,0,5,4,32.0,2.8,58
8,90,0,5,4,83.0,11.2,90
2,93,0,8,3,68.0,2.6,93
7,98,0,6,9,90.0,13.299999999999999,98
3,65,0,5,4,44.0,4.199999999999999,65
8,56,1,9,9,51.0,15.2,56
7,93,1,7,7,86.0,11.9,93
8,67,0,5,4,62.0,11.2,67
7,58,0,8,8,48.0,12.6,58
6,66,0,9,0,56.0,6.0,66
7,87,0,4,6,79.0,11.200000000000001,87
5,91,0,4,4,74.0,7.0,91
7,96,1,6,3,82.0,9.1,96
1,58,0,4,2,32.0,1.2,58
1,72,0,5,9,46.0,1.9,72
9,90,0,8,6,88.0,14.4,90
5,46,1,6,1,35.0,5.5,46
5,68,1,9,4,56.0,7.0,68
3,94,1,5,1,74.0,3.3000000000000003,94
5,82,1,4,6,67.0,8.0,82
3,44,0,7,5,23.0,4.5,44
9,69,1,5,9,67.0,17.099999999999998,69
9,88,1,7,6,86.0,14.4,88
6,82,1,9,8,70.0,10.8,82
1,95,1,7,1,68.0,1.1,95
7,97,1,9,8,91.0,12.6,97
7,47,0,6,6,42.0,11.200000000000001,47
4,81,1,8,1,62.0,4.4,81
8,51,1,4,9,44.0,15.2,51
6,81,1,4,1,67.0,6.6000000000000005,81
4,52,0,5,3,35.0,5.2,52
4,65,0,4,1,46.0,4.4,65
2,57,0,6,0,31.0,2.0,57
2,81,0,4,5,59.0,3.0,81
4,90,0,5,9,71.0,7.6,90
5,91,0,4,4,74.0,7.0,91
8,88,0,8,2,80.0,9.6,88
6,59,0,9,0,49.0,6.0,59
4,55,1,7,8,39.0,7.2,55
7,76,1,7,7,67.0,11.9,76
8,42,0,9,5,38.0,12.0,42
2,66,1,7,5,47.0,3.0,66
7,54,0,8,3,41.0,9.1,54
2,97,1,6,1,75.0,2.2,97
2,73,1,5,3,53.0,2.6,73
8,84,0,8,1,81.0,8.8,84
2,61,1,5,6,37.0,3.2,61
9,79,0,6,8,77.0,16.2,79
1,62,0,8,1,36.0,1.1,62
9,98,1,4,8,95.0,16.2,98
1,88,0,6,8,65.0,1.8,88
2,43,1,7,7,18.0,3.4,43
6,90,1,8,0,80.0,6.0,90
6,93,0,6,4,81.0,8.399999999999999,93
1,96,0,6,9,73.0,1.9,96
7,80,0,8,3,74.0,9.1,80
8,62,0,7,6,57.0,12.8,62
2,86,0,9,7,64.0,3.4,86
8,99,1,7,9,97.0,15.2,99
9,48,0,6,7,42.0,15.299999999999999,48
6,63,1,5,1,48.0,6.6000000000000005,63
5,60,0,9,2,46.0,6.0,60
9,80,1,9,9,79.0,17.099999999999998,80
9,85,1,6,9,83.0,17.099999999999998,85
1,94,1,8,6,70.0,1.6,94
3,92,1,8,3,73.0,3.9000000000000004,92
9,55,1,8,5,56.0,13.5,55
2,95,0,7,7,71.0,3.4,95
4,94,1,4,7,76.0,6.8,94
4,64,0,8,6,49.0,6.4,64
2,65,1,8,1,43.0,2.2,65
3,88,0,9,1,67.0,3.3000000000000003,88
3,84,1,5,2,63.0,3.5999999999999996,84
1,48,1,5,3,18.0,1.3,48
6,54,0,6,0,43.0,6.0,54
8,78,0,6,4,72.0,11.2,78
3,72,1,6,6,57.0,4.800000000000001,72
5,40,1,8,9,25.0,9.5,40
1,44,0,5,4,15.0,1.4,44
7,95,1,6,6,88.0,11.200000000000001,95
1,48,1,5,4,24.0,1.4,48
9,83,0,8,9,81.0,17.099999999999998,83
8,45,1,9,7,40.0,13.6,45
7,67,1,8,6,60.0,11.200000000000001,67
7,84,0,6,0,73.0,7.0,84
5,65,1,8,0,52.0,5.0,65
5,67,0,8,4,53.0,7.0,67
5,79,0,5,1,65.0,5.5,79
1,54,1,4,8,30.0,1.8,54
8,45,1,7,1,39.0,8.8,45
1,66,0,6,8,43.0,1.8,66
4,77,0,4,9,59.0,7.6,77
9,43,1,9,1,38.0,9.9,43
9,50,0,6,3,44.0,11.700000000000001,50
5,60,1,4,2,44.0,6.0,60
4,69,0,8,5,53.0,6.0,69
3,57,0,6,3,37.0,3.9000000000000004,57
3,74,0,4,8,52.0,5.4,74
5,42,1,7,8,30.0,9.0,42
1,51,0,8,9,22.0,1.9,51
5,66,0,6,8,51.0,9.0,66
6,92,0,9,2,82.0,7.199999999999999,92
7,69,0,9,2,63.0,8.4,69
9,60,1,6,3,58.0,11.700000000000001,60
3,77,0,4,8,58.0,5.4,77
2,60,1,6,5,38.0,3.0,60
3,99,0,8,8,80.0,5.4,99
9,77,0,5,7,70.0,15.299999999999999,77
7,79,1,9,6,72.0,11.200000000000001,79
9,54,1,4,4,48.0,12.6,54
2,57,0,7,8,36.0,3.6,57
5,91,0,6,3,73.0,6.5,91
4,68,0,8,3,51.0,5.2,68
2,87,1,6,7,63.0,3.4,87
9,77,0,7,3,74.0,11.700000000000001,77
9,99,1,8,6,98.0,14.4,99
6,60,0,7,3,45.0,7.800000000000001,60
6,56,1,8,0,45.0,6.0,56
8,80,1,5,9,74.0,15.2,80
6,90,1,9,8,81.0,10.8,90
1,57,0,8,3,30.0,1.3,57
4,96,0,7,2,77.0,4.8,96
7,94,1,4,2,86.0,8.4,94
2,76,1,9,8,58.0,3.6,76
9,99,1,5,7,99.0,15.299999999999999,99
8,77,0,6,9,69.0,15.2,77
8,51,0,5,6,47.0,12.8,51
7,50,0,5,6,42.0,11.200000000000001,50
4,87,1,6,3,73.0,5.2,87
2,91,0,8,2,71.0,2.4,91
3,88,0,5,3,68.0,3.9000000000000004,88
6,59,0,9,5,47.0,9.0,59
5,48,1,5,3,31.0,6.5,48
8,40,0,4,3,31.0,10.4,40
6,97,0,9,1,86.0,6.6000000000000005,97
6,42,0,4,6,27.0,9.600000000000001,42
1,60,0,9,5,32.0,1.5,60
4,62,0,7,1,41.0,4.4,62
5,48,1,6,4,33.0,7.0,48
3,93,1,9,5,75.0,4.5,93
9,58,1,9,4,57.0,12.6,58
1,84,1,8,3,59.0,1.3,84
6,94,0,8,8,87.0,10.8,94
6,85,0,7,2,72.0,7.199999999999999,85
5,91,1,8,1,78.0,5.5,91
5,58,1,8,8,46.0,9.0,58
5,62,1,4,7,47.0,8.5,62
6,66,0,8,8,58.0,10.8,66
8,66,0,8,9,63.0,15.2,66
2,78,0,7,2,56.0,2.4,78
6,75,1,7,0,62.0,6.0,75
1,51,1,5,0,23.0,1.0,51
4,94,1,8,2,73.0,4.8,94
3,66,0,8,3,46.0,3.9000000000000004,66
9,85,0,9,1,80.0,9.9,85
3,73,1,8,7,59.0,5.1,73
6,72,1,4,2,60.0,7.199999999999999,72
1,67,0,9,3,41.0,1.3,67
6,70,0,8,5,61.0,9.0,70
4,71,1,4,9,51.0,7.6,71
8,89,1,5,5,82.0,12.0,89
9,59,0,9,1,55.0,9.9,59
4,79,1,6,5,64.0,6.0,79
6,74,1,8,3,61.0,7.800000000000001,74
1,70,0,9,4,44.0,1.4,70
4,97,1,7,6,81.0,6.4,97
7,70,0,9,6,64.0,11.200000000000001,70
1,77,1,7,5,53.0,1.5,77
8,61,0,8,9,55.0,15.2,61
6,84,1,4,5,72.0,9.0,84
5,80,1,7,5,65.0,7.5,80
9,48,1,9,3,44.0,11.700000000000001,48
2,91,0,9,2,70.0,2.4,91
5,48,1,7,0,34.0,5.0,48
6,54,1,5,2,41.0,7.199999999999999,54
7,52,0,5,2,43.0,8.4,52
5,61,1,5,8,48.0,9.0,61
9,55,0,7,2,46.0,10.799999999999999,55
1,71,0,7,7,47.0,1.7,71
7,41,0,9,7,37.0,11.9,41
7,65,1,8,2,56.0,8.4,65
4,53,0,8,9,40.0,7.6,53
9,98,1,4,9,96.0,17.099999999999998,98
5,77,0,7,5,63.0,7.5,77
4,73,1,8,7,58.0,6.8,73
7,47,0,8,7,36.0,11.9,47
4,75,0,5,9,61.0,7.6,75
3,60,1,5,9,39.0,5.699999999999999,60
9,95,0,5,8,90.0,16.2,95
8,85,1,6,8,79.0,14.4,85
1,82,0,8,7,58.0,1.7,82
7,95,1,5,6,89.0,11.200000000000001,95
9,67,0,5,9,64.0,17.099999999999998,67
8,85,0,7,2,78.0,9.6,85
8,83,1,9,6,79.0,12.8,83
6,87,0,5,3,72.0,7.800000000000001,87
4,45,1,7,1,26.0,4.4,45
8,59,1,4,7,52.0,13.6,59
3,70,0,5,1,49.0,3.3000000000000003,70
9,72,0,9,0,66.0,9.0,72
2,83,0,7,4,59.0,2.8,83
2,46,1,9,9,28.0,3.8,46
7,47,1,5,8,39.0,12.6,47
4,48,0,4,4,31.0,5.6,48
8,41,1,5,1,33.0,8.8,41
9,56,0,7,9,57.0,17.099999999999998,56
7,91,0,4,3,83.0,9.1,91
5,84,0,4,7,69.0,8.5,84
8,76,1,4,6,71.0,12.8,76
4,81,1,6,4,62.0,5.6,81
2,83,0,7,3,58.0,2.6,83
6,56,1,6,4,46.0,8.399999999999999,56
9,92,0,9,6,93.0,14.4,92
1,77,0,4,4,48.0,1.4,77
7,74,1,6,7,68.0,11.9,74
9,99,0,5,6,97.0,14.4,99
9,86,0,6,6,82.0,14.4,86
3,78,0,8,8,57.0,5.4,78
5,69,0,9,7,55.0,8.5,69
8,45,0,4,7,37.0,13.6,45
8,43,1,4,5,35.0,12.0,43
4,90,1,9,6,72.0,6.4,90
1,76,0,9,7,51.0,1.7,76
1,74,1,7,4,50.0,1.4,74
4,97,0,5,9,82.0,7.6,97
6,96,0,9,1,84.0,6.6000000000000005,96
8,48,0,9,6,46.0,12.8,48
6,45,0,7,9,34.0,11.399999999999999,45
9,52,1,9,2,55.0,10.799999999999999,52
9,98,1,6,9,95.0,17.099999999999998,98
2,61,0,8,7,40.0,3.4,61
1,67,1,8,5,42.0,1.5,67
2,69,0,8,3,45.0,2.6,69
5,91,1,9,1,80.0,5.5,91
4,75,0,8,6,60.0,6.4,75
4,41,0,5,0,21.0,4.0,41
9,97,0,6,6,95.0,14.4,97
8,75,1,8,9,72.0,15.2,75
6,47,1,4,9,35.0,11.399999999999999,47
1,84,0,9,6,58.0,1.6,84
2,81,1,6,9,59.0,3.8,81
6,89,1,5,2,77.0,7.199999999999999,89
2,48,1,8,3,23.0,2.6,48
5,40,1,5,3,26.0,6.5,40
5,52,1,9,3,39.0,6.5,52
6,89,1,8,8,79.0,10.8,89
6,54,1,4,5,39.0,9.0,54
6,71,1,6,9,61.0,11.399999999999999,71
2,73,1,4,8,47.0,3.6,73
3,82,1,8,3,63.0,3.9000000000000004,82
6,70,1,7,6,61.0,9.600000000000001,70
8,53,1,6,9,51.0,15.2,53
1,93,1,5,8,68.0,1.8,93
1,86,0,8,9,66.0,1.9,86
2,53,0,4,2,29.0,2.4,53
6,87,1,9,2,78.0,7.199999999999999,87
9,94,1,7,5,94.0,13.5,94
4,68,1,9,7,56.0,6.8,68
3,86,0,8,0,68.0,3.0,86
8,58,0,5,3,50.0,10.4,58
9,66,1,4,7,62.0,15.299999999999999,66
5,48,1,6,5,31.0,7.5,48
9,76,1,7,1,73.0,9.9,76
2,76,1,8,7,57.0,3.4,76
3,82,1,8,0,60.0,3.0,82
7,67,0,8,0,56.0,7.0,67
7,91,1,8,6,88.0,11.200000000000001,91
6,96,0,4,9,84.0,11.399999999999999,96
6,63,1,6,2,48.0,7.199999999999999,63
2,67,1,5,7,41.0,3.4,67
6,75,0,7,8,65.0,10.8,75
4,91,0,8,7,74.0,6.8,91
3,57,1,9,0,38.0,3.0,57
2,64,0,8,0,40.0,2.0,64
1,74,1,6,5,49.0,1.5,74
5,43,0,6,0,30.0,5.0,43
2,53,0,4,7,29.0,3.4,53
2,78,1,4,5,57.0,3.0,78
7,65,1,9,4,58.0,9.799999999999999,65
8,47,0,9,5,40.0,12.0,47
8,63,1,4,3,60.0,10.4,63
4,55,0,7,0,41.0,4.0,55
1,59,0,9,6,34.0,1.6,59
7,54,1,4,9,46.0,13.299999999999999,54
1,46,0,8,8,24.0,1.8,46
4,97,1,4,3,79.0,5.2,97
8,56,1,7,3,52.0,10.4,56
2,61,0,4,8,36.0,3.6,61
6,61,1,4,3,52.0,7.800000000000001,61
6,93,0,8,9,84.0,11.399999999999999,93
9,51,0,9,3,50.0,11.700000000000001,51
5,57,1,8,7,47.0,8.5,57
